id,x,x2,season,density
1,-0.43648449695761254,0.19051871608434007,summer,0.6666666666666666
2,-0.43648449695761254,0.19051871608434007,winter,0.7
3,0.45800148825689535,0.20976536324553105,winter,0.6666666666666666
4,0.45800148825689535,0.20976536324553105,summer,0.6666666666666666
5,0.45800148825689535,0.20976536324553105,winter,0.7
6,0.45800148825689535,0.20976536324553105,summer,0.6666666666666666
7,0.35909224823377417,0.12894724274158648,winter,1
8,0.35909224823377417,0.12894724274158648,summer,0.8333333333333334
9,0.35909224823377417,0.12894724274158648,winter,0.9047619047619048
10,0.35909224823377417,0.12894724274158648,summer,0.9333333333333333
11,0.35909224823377417,0.12894724274158648,winter,0.5
12,-1.287329903188269,1.657218279642718,winter,0.6666666666666666
13,0.6176148824891844,0.38144814307212904,summer,1
14,0.4965486092182388,0.24656052131656722,summer,0.9
15,0.4965486092182388,0.24656052131656722,summer,0.7619047619047619
16,0.4965486092182388,0.24656052131656722,winter,1
17,0.4965486092182388,0.24656052131656722,summer,0.8666666666666667
18,0.4965486092182388,0.24656052131656722,winter,1
19,0.4965486092182388,0.24656052131656722,summer,0.8571428571428571
20,0.4965486092182388,0.24656052131656722,winter,1
21,-0.9550749138661778,0.912168091096487,summer,0.6666666666666666
22,-0.9550749138661778,0.912168091096487,winter,0.6
23,-0.9550749138661778,0.912168091096487,summer,1
24,0.6962273601791474,0.4847325370620243,summer,1
25,0.6962273601791474,0.4847325370620243,winter,1
26,-0.5388361188187252,0.2903443629436273,summer,1
27,0.24322674607998435,0.05915925000865718,winter,1
28,0.5431325500144505,0.29499296688519955,winter,1
29,0.5431325500144505,0.29499296688519955,summer,0.6666666666666666
30,0.5431325500144505,0.29499296688519955,winter,0.6
31,0.5431325500144505,0.29499296688519955,summer,0.8333333333333334
32,0.5392062401036238,0.2907433693666868,summer,1
33,0.5392062401036238,0.2907433693666868,winter,0.6666666666666666
34,0.5412680236287005,0.2929710734029195,winter,0.7142857142857143
35,0.3169801340410047,0.10047640537665332,winter,0.9
36,0.1871521515429968,0.03502592782717284,summer,0.5238095238095238
37,0.7457729012482531,0.5561772202362367,summer,1
38,0.5969194723601997,0.3563128564827792,summer,1
39,0.5969194723601997,0.3563128564827792,winter,0.4
40,0.5969194723601997,0.3563128564827792,summer,1
41,0.7803028421322585,0.6088725254396804,winter,0.5238095238095238
42,0.7803028421322585,0.6088725254396804,summer,1
43,0.7803028421322585,0.6088725254396804,winter,1
44,0.6011281513348288,0.3613550543272288,winter,0.6190476190476191
45,0.9951595733860672,0.9903425765019392,summer,0.8928571428571429
46,0.9951595733860672,0.9903425765019392,winter,0.6
47,0.9951595733860672,0.9903425765019392,summer,1
48,0.9951595733860672,0.9903425765019392,winter,1
49,0.9951595733860672,0.9903425765019392,summer,1
50,0.9951595733860672,0.9903425765019392,winter,0.7333333333333333
