id,x,x2,season,antag,prop
1,-0.43648449695761254,0.19051871608434007,summer,1,0.21428571428571427
2,-0.43648449695761254,0.19051871608434007,winter,1,0.2857142857142857
3,0.45800148825689535,0.20976536324553105,winter,1,0.75
4,0.45800148825689535,0.20976536324553105,summer,1,0.5
5,0.45800148825689535,0.20976536324553105,winter,1,0.42857142857142855
6,0.45800148825689535,0.20976536324553105,summer,1,0.5
7,0.35909224823377417,0.12894724274158648,winter,1,0.4
8,0.35909224823377417,0.12894724274158648,summer,1,1
9,0.35909224823377417,0.12894724274158648,winter,1,0.47368421052631576
10,0.35909224823377417,0.12894724274158648,summer,1,0.7142857142857143
11,0.35909224823377417,0.12894724274158648,winter,1,0.4
12,-1.287329903188269,1.657218279642718,winter,1,0
13,0.6176148824891844,0.38144814307212904,summer,1,1
14,0.4965486092182388,0.24656052131656722,summer,1,0.6666666666666666
15,0.4965486092182388,0.24656052131656722,summer,1,0.5
16,0.4965486092182388,0.24656052131656722,winter,1,1
17,0.4965486092182388,0.24656052131656722,summer,1,0.6923076923076923
18,0.4965486092182388,0.24656052131656722,winter,1,1
19,0.4965486092182388,0.24656052131656722,summer,1,0.7777777777777778
20,0.4965486092182388,0.24656052131656722,winter,1,1
21,-0.9550749138661778,0.912168091096487,summer,1,0.5
22,-0.9550749138661778,0.912168091096487,winter,1,0
23,-0.9550749138661778,0.912168091096487,summer,1,0.3333333333333333
24,0.6962273601791474,0.4847325370620243,summer,1,1
25,0.6962273601791474,0.4847325370620243,winter,1,0.6
26,-0.5388361188187252,0.2903443629436273,summer,1,0.3333333333333333
27,0.24322674607998435,0.05915925000865718,winter,1,0.3333333333333333
28,0.5431325500144505,0.29499296688519955,winter,1,0.6
29,0.5431325500144505,0.29499296688519955,summer,1,0.5
30,0.5431325500144505,0.29499296688519955,winter,1,0.3333333333333333
31,0.5431325500144505,0.29499296688519955,summer,1,1
32,0.5392062401036238,0.2907433693666868,summer,1,0
33,0.5392062401036238,0.2907433693666868,winter,1,0.5
34,0.5412680236287005,0.2929710734029195,winter,1,0.4
35,0.3169801340410047,0.10047640537665332,winter,1,0.5555555555555556
36,0.1871521515429968,0.03502592782717284,summer,1,0.36363636363636365
37,0.7457729012482531,0.5561772202362367,summer,1,0.3333333333333333
38,0.5969194723601997,0.3563128564827792,summer,1,1
39,0.5969194723601997,0.3563128564827792,winter,1,0.3333333333333333
40,0.5969194723601997,0.3563128564827792,summer,1,0
41,0.7803028421322585,0.6088725254396804,winter,1,0.2727272727272727
42,0.7803028421322585,0.6088725254396804,summer,1,1
43,0.7803028421322585,0.6088725254396804,winter,1,0.1
44,0.6011281513348288,0.3613550543272288,winter,1,0.38461538461538464
45,0.9951595733860672,0.9903425765019392,summer,1,0.52
46,0.9951595733860672,0.9903425765019392,winter,1,0.8333333333333334
47,0.9951595733860672,0.9903425765019392,summer,1,0.6666666666666666
48,0.9951595733860672,0.9903425765019392,winter,1,0
49,0.9951595733860672,0.9903425765019392,summer,1,0.6666666666666666
50,0.9951595733860672,0.9903425765019392,winter,1,0.5454545454545454
51,0.9951595733860672,0.9903425765019392,summer,1,0.6666666666666666
52,1.1160643133507786,1.245599551535145,summer,1,0.6923076923076923
53,1.1160643133507786,1.245599551535145,winter,1,0.6666666666666666
54,1.1160643133507786,1.245599551535145,summer,1,0.6
55,1.1160643133507786,1.245599551535145,winter,1,0.4
56,1.1160643133507786,1.245599551535145,summer,1,0.42857142857142855
57,1.1160643133507786,1.245599551535145,winter,1,0.375
58,1.1160643133507786,1.245599551535145,summer,1,0.3333333333333333
59,1.1160643133507786,1.245599551535145,winter,1,0.3333333333333333
60,0.6918854014110177,0.4787054086856851,winter,1,0.5555555555555556
61,0.6918854014110177,0.4787054086856851,summer,1,0.7142857142857143
62,0.6918854014110177,0.4787054086856851,winter,1,0.3333333333333333
63,0.5474703453417785,0.2997237790286462,summer,1,0.47368421052631576
64,0.5474703453417785,0.2997237790286462,summer,1,0.3
65,0.5474703453417785,0.2997237790286462,winter,1,0.42857142857142855
66,0.5474703453417785,0.2997237790286462,summer,1,0.3333333333333333
67,0.5474703453417785,0.2997237790286462,winter,1,0.2
68,0.5474703453417785,0.2997237790286462,summer,1,0.5
69,0.5474703453417785,0.2997237790286462,winter,1,0.4166666666666667
70,0.6329483349982203,0.40062359477701937,winter,1,0.5
71,0.6329483349982203,0.40062359477701937,summer,1,1
72,0.6329483349982203,0.40062359477701937,winter,1,0.2
73,0.11532651009408995,0.013300203930482231,winter,1,0
74,0.11532651009408995,0.013300203930482231,summer,1,0
75,0.11882762384070665,0.014120004187628475,summer,1,0.5
76,0.11882762384070665,0.014120004187628475,winter,1,1
77,0.7758674931858828,0.6019703669825458,winter,1,0.6428571428571429
78,0.44551459391819065,0.19848325339409031,winter,1,0.5
79,0.44551459391819065,0.19848325339409031,summer,1,0.6
80,0.44551459391819065,0.19848325339409031,winter,1,0.75
81,0.44551459391819065,0.19848325339409031,summer,1,0
82,-0.20192069708402005,0.04077196791089659,summer,1,0.21052631578947367
83,-0.20192069708402005,0.04077196791089659,winter,1,0.375
84,-0.20192069708402005,0.04077196791089659,winter,1,0.18181818181818182
85,0.6723650805396905,0.4520748015291444,summer,1,0.5714285714285714
86,0.6723650805396905,0.4520748015291444,summer,1,0
87,0.46098015835596373,0.2125027063978894,winter,1,0
88,0.18596425495504304,0.03458270412098425,winter,1,1
89,0.18596425495504304,0.03458270412098425,winter,1,0.45454545454545453
90,-0.25881208671835537,0.0669836962315095,winter,1,0.3333333333333333
91,-0.25881208671835537,0.0669836962315095,summer,1,0
92,1.2302750066714812,1.513576592040513,winter,1,0.3333333333333333
93,0.13986312393554193,0.01956169343700876,winter,1,0.46153846153846156
94,0.13986312393554193,0.01956169343700876,summer,1,0.3
95,0.13986312393554193,0.01956169343700876,winter,1,0.42857142857142855
96,0.13986312393554193,0.01956169343700876,summer,1,0.5555555555555556
97,0.13986312393554193,0.01956169343700876,winter,1,0.3
98,0.7005316381900504,0.49074457610523564,summer,1,0.5
99,0.8821817827728782,0.7782446978563337,summer,1,0.3333333333333333
100,0.8821817827728782,0.7782446978563337,winter,1,0.2
101,0.8821817827728782,0.7782446978563337,summer,1,0.3333333333333333
102,0.8821817827728782,0.7782446978563337,winter,1,0.35294117647058826
103,0.6798305532630047,0.46216958114988305,winter,1,0
104,0.6798305532630047,0.46216958114988305,summer,1,1
105,0.6798305532630047,0.46216958114988305,winter,1,0.5
106,0.1292890626373568,0.016715661717646366,winter,1,0.5
107,0.1292890626373568,0.016715661717646366,summer,1,0
108,-0.31237674465888526,0.0975792306036824,winter,1,0
109,-0.31237674465888526,0.0975792306036824,summer,1,0.25
110,-0.31237674465888526,0.0975792306036824,summer,1,0.5
111,0.6058290025273917,0.36702878030333436,summer,1,0.42857142857142855
112,-0.05285611062077604,0.0027937684299557137,winter,1,0.5
113,-0.048630739333626855,0.002364948808135162,summer,1,0.6666666666666666
114,-0.048630739333626855,0.002364948808135162,winter,1,0.3333333333333333
115,-0.048630739333626855,0.002364948808135162,summer,1,0.5
116,-0.048630739333626855,0.002364948808135162,winter,1,0.3333333333333333
117,-0.03240335593684254,0.0010499774759697089,summer,1,0
118,-0.03240335593684254,0.0010499774759697089,winter,1,0.5
119,1.289773601776828,1.6635159438403717,winter,1,0
120,1.289773601776828,1.6635159438403717,winter,1,0.1
121,0.39515893608646174,0.15615058476898436,summer,1,0.23076923076923078
122,0.39515893608646174,0.15615058476898436,summer,1,0.16666666666666666
123,0.39515893608646174,0.15615058476898436,winter,1,0.3333333333333333
124,0.3860050629276697,0.14899990860579423,winter,1,0.5
125,0.3860050629276697,0.14899990860579423,summer,1,0.3333333333333333
126,0.3860050629276697,0.14899990860579423,winter,1,0.125
127,-0.23340543325528626,0.05447809627308789,winter,1,0.5
128,-0.23340543325528626,0.05447809627308789,summer,1,0.25
129,0.21238518211868096,0.04510746558358528,winter,1,0.5
130,0.21238518211868096,0.04510746558358528,winter,1,0.2
131,-0.43048279243144283,0.1853154345795727,winter,1,0
132,-0.43048279243144283,0.1853154345795727,summer,1,0
